id,title,content,keywords,publication_date,processed_text,ce_areas,ai_technologies,num_ce_tags,num_ai_tags
803,London's Neuracore raises €2.5 million to replace ‘Frankenstein’ robotics stacks with unified robot-learning infrastructure,"With its new academic programme, Neuracore aims to close the accessibility gap between research and industry. Universities and robotics labs will now have free,...",infrastructure robotics,2025-12-27,new academic programme neuracore aim close accessibility gap research industry university robotics lab free,Structural,"Robotics/Automation, Artificial Intelligence",1,2
804,"StackGen Recognized as Gartner Cool Vendor for AI in IT Operations, Highlighting AI-Driven Infrastructure Automation",StackGen has shared an update. The company announced that it has been named a Cool Vendor in the 2025 Gartner® Cool Vendors™ for AI in IT Operations report.,infrastructure automation,2025-12-27,stackgen shared update company announced named cool vendor 2025 gartner cool vendor operation report,Structural,"Robotics/Automation, Artificial Intelligence",1,2
805,StackGen Highlights 2025 Focus on AI-Driven Infrastructure Automation in Year-End Letter,"StackGen has shared an update. In a year-end letter, Co-Founder and CEO Sachin Aggarwal outlines how the company's 2025 strategy has been driven by the view...",infrastructure automation,2025-12-27,stackgen shared update year end letter founder ceo sachin aggarwal outline company 2025 strategy driven view,Structural,"Robotics/Automation, Artificial Intelligence",1,2
806,"StackGen Recognized as Gartner 2025 Cool Vendor in AI for IT Operations, Highlighting Growth Potential in Infrastructure Automation","StackGen has shared an update. The company announced that it has been named a Cool Vendor in the 2025 Gartner® Cool Vendors™ for AI in IT Operations,...",infrastructure automation,2025-12-27,stackgen shared update company announced named cool vendor 2025 gartner cool vendor operation,Structural,"Robotics/Automation, Artificial Intelligence",1,2
807,The storage integration problem that breaks infrastructure automation,Why mess with APIs when you can integrate more fundamentally? Infrastructure teams adopt automation tools expecting to eliminate manual processes and create...,infrastructure automation,2025-12-27,mess apis integrate fundamentally infrastructure team adopt automation tool expecting eliminate manual process create,Structural,Robotics/Automation,1,1
808,"StackGen Named in Four Gartner® Hype Cycles™ for Platform Engineering, Infrastructure Strategy, Site Reliability Engineering, and I&O Automation in 2025",PRNewswire/ -- StackGen today announced its inclusion as a Sample Vendor across four 2025 Gartner Hype Cycle reports for its Autonomous Infrastructure...,infrastructure automation,2025-12-27,prnewswire stackgen today announced inclusion sample vendor across four 2025 gartner hype cycle report autonomous infrastructure,Structural,Robotics/Automation,1,1
809,10 Best DevOps Automation Tools for Startups in 2025,"Discover the best DevOps automation tools for startups in 2025. Explore powerful solutions that enhance development speed, reliability, and collaboration,...",infrastructure automation,2025-12-27,discover best devops automation tool startup 2025 explore powerful solution enhance development speed reliability collaboration,,Robotics/Automation,0,1
810,Infrastructure Automation Engineer,"See job details and apply here for this infrastructure automation engineer job in New York, NY, USA with Bloomberg on eFinancialCareers US.",infrastructure automation,2025-12-27,see job detail apply infrastructure automation engineer job new york usa bloomberg efinancialcareers,Structural,"Robotics/Automation, Artificial Intelligence",1,2
811,VergeIO Enhances Automation for CSPs and Enterprise IT with Packer & Ansible,"VergeIO, the VMware alternative built on a single, integrated codebase, announced new support for HashiCorp Packer and Ansible, completing an end-to-end...",infrastructure automation,2025-12-27,vergeio vmware alternative built single integrated codebase announced new support hashicorp packer ansible completing end end,,Robotics/Automation,0,1
812,Building Autonomous Infrastructure with Observability and AIOps,"The convergence of observability, AIOps (AI for Operations), and agentic AI is changing the way that enterprises and cloud providers manage infrastructure.",infrastructure automation,2025-12-27,convergence observability aiops operation agentic changing way enterprise cloud provider manage infrastructure,Structural,"Robotics/Automation, Artificial Intelligence",1,2
813,Australia IoT Sensors Market: Sensing Everything — From Smart Industries to Connected Infrastructure,"Australia IoT sensors market is on a sharp growth trajectory, reflecting increasing demand for real-time data, automation, digital connectivity and...",infrastructure automation,2025-12-27,australia iot sensor market sharp growth trajectory reflecting increasing demand real time data automation digital connectivity,Structural,Robotics/Automation,1,1
814,POSCO E&C develops AI system to standardize ready-mix concrete quality in Korea - CHOSUNBIZ,"POSCO E&C said on the 24th it developed an ""AI-based ready-mix concrete quality prediction and production automation technology"" that produces...",concrete artificial intelligence,2025-12-27,posco 24th developed based ready mix concrete quality prediction production automation technology produce,,"Predictive Analytics, Robotics/Automation, Artificial Intelligence",0,3
815,IS Dongseo adopts AI to stabilize concrete mix production in Korea - CHOSUNBIZ,IS Dongseo said on the 23rd it will introduce artificial intelligence (AI) technology to concrete mix design and production processes at its Icheon plant...,concrete artificial intelligence,2025-12-27,dongseo 23rd introduce artificial intelligence technology concrete mix design production process icheon plant,Structural,Artificial Intelligence,1,1
816,America Could Lose the AI Race Unless Congress Acts Now,"To win the AI race against China, Congress must mobilize all forms of power, modernize the grid, onshore critical supply chains, and address America's STEM...",concrete artificial intelligence,2025-12-27,win race china congress mobilize form power modernize grid onshore critical supply chain address america stem,,Artificial Intelligence,0,1
817,AI Reveals the Perfect Low-Carbon Concrete Recipe,"AI-based modeling of geopolymer concrete emissions offers a breakthrough in sustainable construction, optimizing GGBFS use and reducing carbon footprints.",concrete artificial intelligence,2025-12-27,based modeling geopolymer concrete emission offer breakthrough sustainable construction optimizing ggbfs use reducing carbon footprint,Environmental Engineering,Artificial Intelligence,1,1
818,Passive determination of anisotropic compressive strength of 3D printed concrete using multiple neural networks enhanced with explainable machine learning (XML),"3D Concrete Printing (3DCP) offers significant advantages over traditional construction such as faster construction time, reduced material wastage,...",concrete artificial intelligence,2025-12-27,concrete printing 3dcp offer significant advantage traditional construction faster construction time reduced material wastage,,"Machine Learning, Artificial Intelligence",0,2
819,POSCO E&C ensures consistent concrete quality with AI,POSCO E&C said Tuesday it has developed an artificial intelligence (AI) system that predicts the quality of ready-mix concrete and automates its pr...,concrete artificial intelligence,2025-12-27,posco tuesday developed artificial intelligence system predicts quality ready mix concrete automates,,"Robotics/Automation, Artificial Intelligence",0,2
820,AI Relief for RCRA Paperwork,"Large language models, optical character recognition revolutionize management of EPA Uniform Hazardous Waste Manifests for construction materials producers.",concrete artificial intelligence,2025-12-27,large language model optical character recognition revolutionize management epa uniform hazardous waste manifest construction material producer,"Structural, Environmental Engineering",Artificial Intelligence,2,1
821,footprint in geopolymer concrete production containing GGBFS as a by-product from the iron industry,"This study investigates the CO2 footprint (CF) of geopolymer concrete (GPC) produced using ground granulated blast-furnace slag (GGBFS), an industrial...",concrete artificial intelligence,2025-12-27,study investigates co2 footprint geopolymer concrete gpc produced using ground granulated blast furnace slag ggbfs industrial,Geotechnical,Artificial Intelligence,1,1
822,POSCO E&C Develops AI Technology to Predict Ready-Mix Concrete Strength,"POSCO E&C Develops AI Technology to Predict Ready-Mix Concrete Strength AI system analyzes mixing processes, predicts strength, enhancing quality cont.",concrete artificial intelligence,2025-12-27,posco develops technology predict ready mix concrete strength system analyzes mixing process predicts strength enhancing quality cont,,Artificial Intelligence,0,1
823,Enhancing sustainable concrete using waste ceramic powder and natural pozzolan through experimental and machine learning approaches,"As global demand rises and natural aggregates become scarcer, using supplementary materials and industrial waste for concrete production offers a...",concrete machine learning,2025-12-27,global demand rise natural aggregate become scarcer using supplementary material industrial waste concrete production offer,"Structural, Environmental Engineering","Machine Learning, Artificial Intelligence",2,2
824,Passive determination of anisotropic compressive strength of 3D printed concrete using multiple neural networks enhanced with explainable machine learning (XML),"3D Concrete Printing (3DCP) offers significant advantages over traditional construction such as faster construction time, reduced material wastage,...",concrete machine learning,2025-12-27,concrete printing 3dcp offer significant advantage traditional construction faster construction time reduced material wastage,,"Machine Learning, Artificial Intelligence",0,2
825,The AI Method Making Concrete Testing Instant,"This innovative IoT-ANN framework allows for non-destructive concrete strength assessment, improving accuracy and sustainability in civil engineering...",concrete machine learning,2025-12-27,innovative iot ann framework allows non destructive concrete strength assessment improving accuracy sustainability civil engineering,"Structural, Environmental Engineering",Artificial Intelligence,2,1
826,Experimental and machine learning prediction of compressive strength of chemically activated RHA based RAC using SHAP and PDP analysis,The increasing demand for sustainable construction materials necessitates the effective reuse of industrial and agricultural waste in high-performance...,concrete machine learning,2025-12-27,increasing demand sustainable construction material necessitates effective reuse industrial agricultural waste high performance,"Structural, Environmental Engineering","Predictive Analytics, Machine Learning, Artificial Intelligence",2,3
827,Prediction and parametric modeling of compressive strength of waste marble dust concrete through machine learning and experimental analysis,The production of waste marble is the ultimate concern of the construction industry's recent success in satisfying the huge need for marble stones.,concrete machine learning,2025-12-27,production waste marble ultimate concern construction industry recent success satisfying huge need marble stone,"Structural, Environmental Engineering","Predictive Analytics, Generative Design, Machine Learning",2,3
828,Research and Prediction of Mechanical Properties of Silicon Carbide-Modified Cement Grouting Materials Based on Supervised Machine Learning,"Grouting is essential for ground improvement in tunnel engineering under adverse geological conditions, yet conventional cement grouting materials often...",concrete machine learning,2025-12-27,grouting essential ground improvement tunnel engineering adverse geological condition yet conventional cement grouting material often,"Structural, Geotechnical","Predictive Analytics, Machine Learning",2,2
829,Innovative approaches for predicting the elastic modulus and tensile strength of green concrete using soft computing methods,"In this study, interpretable and semi-interpretable soft computing techniques, including Group Method of Data Handling (GMDH), Gene Expression Programming...",concrete machine learning,2025-12-27,study interpretable semi interpretable soft computing technique including group method data handling gmdh gene expression programming,,,0,0
830,Explainable machine learning and ensemble models for predicting fresh properties of self consolidating concrete,Explainable machine learning and ensemble models for predicting fresh properties of self consolidating concrete · Abstract · Introduction · Research...,concrete machine learning,2025-12-27,explainable machine learning ensemble model predicting fresh property self consolidating concrete abstract introduction research,,"Machine Learning, Artificial Intelligence",0,2
831,Experimental investigation and machine learning-based prediction of brittleness index in heavyweight cement slurries,"In engineering design, the brittleness index (BI) seems to play a significant role in material selection, failure forecasting, and service performance.",concrete machine learning,2025-12-27,engineering design brittleness index seems play significant role material selection failure forecasting service performance,Structural,"Predictive Analytics, Machine Learning, Artificial Intelligence",1,3
832,Machine learning models with SHAP for performance prediction of eco-friendly fiber reinforced mortars with glass waste,Artificial intelligence and machine learning are increasingly applied in civil engineering to predict material performance and optimize mix design.,concrete machine learning,2025-12-27,artificial intelligence machine learning increasingly applied civil engineering predict material performance optimize mix design,"Structural, Environmental Engineering","Predictive Analytics, Generative Design, Machine Learning, Artificial Intelligence",2,4
833,Concrete slump detection based on light-AWGAM-YOLOv8n,"The precise detection of concrete mortar slump is a key technical link in intelligent concrete mixing, playing a vital role in ensuring project quality and...",concrete computer vision,2025-12-27,precise detection concrete mortar slump key technical link intelligent concrete mixing playing vital role ensuring project quality,,Artificial Intelligence,0,1
834,Gradient transformer Self-Attention U-Net for enhanced crack detection in concrete bridges,Concrete bridge maintenance is crucial for infrastructure sustainability and public safety. Accurate identification of cracks in bridge components is a...,concrete computer vision,2025-12-27,concrete bridge maintenance crucial infrastructure sustainability public safety accurate identification crack bridge component,"Structural, Transportation, Construction Management, Environmental Engineering",Artificial Intelligence,4,1
835,Carbon storing in United States cities through biogenic storage and concrete carbonation in the built environment,Here we present a detailed analysis of how existing buildings in U.S. cities can contribute to storing carbon. Carbon can be retained in two ways: as...,concrete computer vision,2025-12-27,present detailed analysis existing building city contribute storing carbon carbon retained two way,Structural,Artificial Intelligence,1,1
836,Real-time defect detection in concrete structures using attention-based deep learning and GPR imaging,"To address the challenges of low accuracy and limited real-time efficiency in detecting subsurface defects within concrete structures, this study proposes...",concrete computer vision,2025-12-27,address challenge low accuracy limited real time efficiency detecting subsurface defect within concrete structure study proposes,Structural,Machine Learning,1,1
837,Giatec Announces SmartMix Integration With alterBiota's digitalAggregate Analysis at NRMCA's ConcreteWorks 2025,"The integration with alterBiota's digitalAggregate™ technology brings real-time aggregate data to Giatec's AI-powered SmartMix™, advancing precision and...",concrete computer vision,2025-12-27,integration alterbiota digitalaggregate technology brings real time aggregate data giatec powered smartmix advancing precision,Structural,Artificial Intelligence,1,1
838,How AI is Revolutionizing Concrete Construction Planning and Execution,"Discover how AI technology is empowering concrete contractors to reduce inefficiencies, improve project outcomes, and make smarter jobsite decisions.",concrete computer vision,2025-12-27,discover technology empowering concrete contractor reduce inefficiency improve project outcome make smarter jobsite decision,Construction Management,Artificial Intelligence,1,1
839,How AI Empowering Concrete Contractors to Build Smarter,"AI isn't here to replace humans; it's here to empower them. These days, inefficiencies usually stem from a lack of time or adequate technology employed by...",concrete computer vision,2025-12-27,replace human empower day inefficiency usually stem lack time adequate technology employed,,Artificial Intelligence,0,1
840,Concrete Reinvented: AI Simulates 4 Billion Atoms To Build Better Materials,"What if concrete could capture carbon and last 2000 years? AI just made that idea possible, with atomic-scale simulations and radical new materials.",concrete computer vision,2025-12-27,concrete capture carbon last 2000 year made idea possible atomic scale simulation radical new material,Structural,Artificial Intelligence,1,1
841,How Many Companies Does Elon Musk Own? Here’s a Concrete Breakdown,"Elon Musk owns six companies in 2025: Tesla, SpaceX, X, Neuralink, The Boring Company, and xAI, collectively valued at over $1.6 trillion...",concrete computer vision,2025-12-27,elon musk owns six company 2025 tesla spacex neuralink boring company xai collectively valued trillion,,Artificial Intelligence,0,1
842,Real-time detection and localization of honeycomb defects in concrete pillars using hybrid deep learning models,This paper presents a hybrid model based on deep learning for the detection and instance segmentation of defects in honeycombs of concrete structures with...,concrete computer vision,2025-12-27,paper present hybrid model based deep learning detection instance segmentation defect honeycomb concrete structure,Structural,Machine Learning,1,1
843,The Great AI Decoupling: How Concrete Earnings Finally Replaced Hype in the 2025 Market,"The era of ""AI potential"" has officially ended, replaced by a cold, hard era of ""AI performance."" As of December 22, 2025, the financial markets have...",concrete generative AI,2025-12-27,era potential officially ended replaced cold hard era performance december 2025 financial market,,Artificial Intelligence,0,1
844,footprint in geopolymer concrete production containing GGBFS as a by-product from the iron industry,"This study investigates the CO2 footprint (CF) of geopolymer concrete (GPC) produced using ground granulated blast-furnace slag (GGBFS), an industrial...",concrete generative AI,2025-12-27,study investigates co2 footprint geopolymer concrete gpc produced using ground granulated blast furnace slag ggbfs industrial,Geotechnical,Artificial Intelligence,1,1
845,"Top universities react to AI cheating scandals, yet concrete disciplinary steps remain elusive","As cheating cases involving artificial intelligence (AI) continue to surface at Korea's elite “SKY” universities — Seoul National, Korea and Yonsei...",concrete generative AI,2025-12-27,cheating case involving artificial intelligence continue surface korea elite sky university seoul national korea yonsei,,Artificial Intelligence,0,1
846,Global cement industry calls for urgent action to accelerate net zero mission,The GCCA has called for the urgent implementation of policies that promote the use of non-recyclable waste as sustainable alternative fuels for cement...,concrete generative AI,2025-12-27,gcca called urgent implementation policy promote use non recyclable waste sustainable alternative fuel cement,Environmental Engineering,Artificial Intelligence,1,1
847,From Concrete to Cultivation: How AI and Robotics Are Rewriting Architecture’s Material Logic,"Discover how AI and robotics redefine architecture, merging biological growth with digital design for sustainable urban futures.",concrete generative AI,2025-12-27,discover robotics redefine architecture merging biological growth digital design sustainable urban future,"Structural, Environmental Engineering","Robotics/Automation, Artificial Intelligence",2,2
848,Opinion | The A.I. Prompt That Could End the World,"A destructive A.I., like a nuclear bomb, is now a concrete possibility; the question is whether anyone will be reckless enough to build one.",concrete generative AI,2025-12-27,destructive like nuclear bomb concrete possibility question whether anyone reckless enough build one,,,0,0
849,"Mumbai: Cement block falls from 19th floor of building under redevelopment, kills 22-year-old",A 22-year-old woman was tragically killed in Jogeshwari East after a cement block fell from the 19th floor of a building undergoing redevelopment. The.,concrete generative AI,2025-12-27,year old woman tragically killed jogeshwari east cement block fell 19th floor building undergoing redevelopment,,Artificial Intelligence,0,1
850,The hard truths of putting Generative AI to work,"The business world is in the midst of an artificial intelligence gold rush. Spurred by the rapid ubiquity of generative AI, a palpable sense of urgency has...",concrete generative AI,2025-12-27,business world midst artificial intelligence gold rush spurred rapid ubiquity generative palpable sense urgency,,"Generative Design, Artificial Intelligence",0,2
851,"Plan to concrete 51 key roads in Nashik city at Rs3,000 crore",Nashik: A Rs 3000-crore project to convert Nashik city's 51 major roads into concrete thoroughfares will soon be sent to chief minister Devendra Fadn.,concrete generative AI,2025-12-27,nashik 3000 crore project convert nashik city major road concrete thoroughfare soon sent chief minister devendra fadn,Transportation,,1,0
852,"Worker injured in concrete factory accident dies, raising death toll to three","A worker who was in critical condition after collapsing inside a chemical storage tank at a ready-mix concrete factory in Suncheon, South Jeolla, on Aug.",concrete generative AI,2025-12-27,worker critical condition collapsing inside chemical storage tank ready mix concrete factory suncheon south jeolla aug,,Artificial Intelligence,0,1
853,Passive determination of anisotropic compressive strength of 3D printed concrete using multiple neural networks enhanced with explainable machine learning (XML),"3D Concrete Printing (3DCP) offers significant advantages over traditional construction such as faster construction time, reduced material wastage,...",concrete neural networks,2025-12-27,concrete printing 3dcp offer significant advantage traditional construction faster construction time reduced material wastage,,"Machine Learning, Artificial Intelligence",0,2
854,Explainable machine learning and ensemble models for predicting fresh properties of self consolidating concrete,Accurately predicting the fresh properties of self-consolidating concrete (SCC) is critical for enhancing construction efficiency and ensuring robust...,concrete neural networks,2025-12-27,accurately predicting fresh property self consolidating concrete scc critical enhancing construction efficiency ensuring robust,,"Machine Learning, Artificial Intelligence",0,2
855,Estimating the surface chloride concentration of marine concrete utilizing advanced hybrid machine learning models,"Hybrid machine learning (ML) models exhibit enhanced accuracy relative to both ensemble and individual models. In this study, advanced hybrid ML approaches...",concrete neural networks,2025-12-27,hybrid machine learning model exhibit enhanced accuracy relative ensemble individual model study advanced hybrid approach,,Machine Learning,0,1
856,Modeling and optimization of Multi-Waste foam geopolymers using central composite design and neural networks,The development of sustainable construction materials with improved mechanical performance and thermal insulation and is crucial to addressing growing...,concrete neural networks,2025-12-27,development sustainable construction material improved mechanical performance thermal insulation crucial addressing growing,"Structural, Environmental Engineering","Generative Design, Machine Learning, Artificial Intelligence",2,3
857,Machine learning-based prediction of crack mouth opening displacement in ultra-high-performance concrete,"Ultra-high-performance concrete (UHPC) has become an essential construction material due to its exceptional strength, durability, and crack-resistance...",concrete neural networks,2025-12-27,ultra high performance concrete uhpc become essential construction material due exceptional strength durability crack resistance,,"Predictive Analytics, Machine Learning",0,2
858,Spatiotemporal dependency data imputation for long-term health monitoring of concrete arch bridges,The structural health monitoring of bridge infrastructures is imperative for ensuring their uninterrupted functionality and mitigating potential hazards.,concrete neural networks,2025-12-27,structural health monitoring bridge infrastructure imperative ensuring uninterrupted functionality mitigating potential hazard,"Structural, Transportation",,2,0
859,Evaluation of high performance concrete hardness properties using fuzzy logic based modeling,"For construction engineering to be most effective, it's essential to understand the hardness properties of high-performance concrete (HPC),...",concrete neural networks,2025-12-27,construction engineering effective essential understand hardness property high performance concrete hpc,,,0,0
860,Predicting the crack repair rate of self-healing concrete using soft-computing tools,"To tackle the challenges of cracking and insufficient durability in traditional concrete, researchers are exploring self-healing concrete (SHC) as a...",concrete neural networks,2025-12-27,tackle challenge cracking insufficient durability traditional concrete researcher exploring self healing concrete shc,,Artificial Intelligence,0,1
861,Predictive analysis of concrete tensile strength using metaheuristic algorithms helping a neural network,"In this research, a well-known machine learning model—multi-layer perceptron neural network (MLPNN)—is optimized by multi-tracker optimization algorithm (MTOA)...",concrete neural networks,2025-12-27,research well known machine learning model multi layer perceptron neural network mlpnn optimized multi tracker optimization algorithm mtoa,Structural,"Predictive Analytics, Generative Design, Machine Learning",1,3
862,"Abu Dhabi Builds 15-Storey Tower in Just 12 Days — Built by Robots, Without Concrete","Abu Dhabi built a fifteen-storey skyscraper in just 12 days, pushing boundaries of real estate development by proving that with technology and innovation,...",concrete robotics,2025-12-27,abu dhabi built fifteen storey skyscraper day pushing boundary real estate development proving technology innovation,,Robotics/Automation,0,1
863,Gallery of From Concrete to Cultivation: How AI and Robotics Are Rewriting Architecture’s Material Logic - 4,Image 4 of 14 from gallery of From Concrete to Cultivation: How AI and Robotics Are Rewriting Architecture's Material Logic. Photograph by Erik Melander.,concrete robotics,2025-12-27,image gallery concrete cultivation robotics rewriting architecture material logic photograph erik melander,,"Computer Vision, Robotics/Automation, Artificial Intelligence",0,3
864,From Concrete to Cultivation: How AI and Robotics Are Rewriting Architecture’s Material Logic,"By prioritizing natural and regenerative materials in design, artificial intelligence and robotics are now optimizing geometries that encourage biological...",concrete robotics,2025-12-27,prioritizing natural regenerative material design artificial intelligence robotics optimizing geometry encourage biological,Structural,"Generative Design, Robotics/Automation, Artificial Intelligence",1,3
865,autonomous robot charlotte 3D prints homes on earth and in space without using cement,"autonomous robotic 3D printer charlotte builds on its own. Meet Charlotte, an autonomous robot with claws that can 3D print homes on Earth and in space without...",concrete robotics,2025-12-27,autonomous robotic printer charlotte build meet charlotte autonomous robot claw print home earth space without,Geotechnical,Robotics/Automation,1,1
866,"Construction robot lays bricks, prints and sprays concrete","A construction robot that prints concrete and sprays shotcrete with a robotic arm. The arm can also sand surfaces, install insulation, and lay concrete blocks.",concrete robotics,2025-12-27,construction robot print concrete spray shotcrete robotic arm arm sand surface install insulation lay concrete block,,Robotics/Automation,0,1
867,"Giant robot saw with 2,000 mm blades revolutionizes concrete cutting","Giant robot saw with 2,000 mm blades revolutionizes concrete cutting ... A new remote-controlled robotic saw capable of cutting rock and concrete has been...",concrete robotics,2025-12-27,giant robot saw 000 blade revolutionizes concrete cutting new remote controlled robotic saw capable cutting rock concrete,,Robotics/Automation,0,1
868,Malaysia Launches World’s First AI-Powered Robotic Concrete Testing System by UTS and MyCRS,"It is the first and only end-to-end robotic concrete testing solution in the world that provides AI-verifiable, real-time test visibility to every stakeholder,...",concrete robotics,2025-12-27,first end end robotic concrete testing solution world provides verifiable real time test visibility every stakeholder,,"Robotics/Automation, Artificial Intelligence",0,2
869,It's alive! 6-foot saw slices through concrete with robotic precision,"The Catonator is the brainchild of Cato Sørheim, seasoned demolition and concrete-cutting pro turned robotics pioneer. As the founder and owner of Sørheim...",concrete robotics,2025-12-27,catonator brainchild cato rheim seasoned demolition concrete cutting pro turned robotics pioneer founder owner rheim,,"Robotics/Automation, Artificial Intelligence",0,2
870,"KUKA Catonator is a Robotic Saw That Can Slice Through Steel, Concrete and Composites","KUKA Catonator is a Robotic Saw That Can Slice Through Steel, Concrete and Composites ... KUKA's Catonator is a robotic saw built to chew through the toughest...",concrete robotics,2025-12-27,kuka catonator robotic saw slice steel concrete composite kuka catonator robotic saw built chew toughest,Structural,Robotics/Automation,1,1
871,Hyperion Robotics partners with National Grid on 3D printed concrete foundation pilot.,"National Grid is testing 3D printed concrete foundations for substations, aiming to reduce emissions, material use and construction costs using Hyperion...",concrete robotics,2025-12-27,national grid testing printed concrete foundation substation aiming reduce emission material use construction cost using hyperion,Geotechnical,"Robotics/Automation, Artificial Intelligence",1,2
872,POSCO E&C develops AI system to standardize ready-mix concrete quality in Korea - CHOSUNBIZ,"POSCO E&C said on the 24th it developed an ""AI-based ready-mix concrete quality prediction and production automation technology"" that produces...",concrete automation,2025-12-27,posco 24th developed based ready mix concrete quality prediction production automation technology produce,,"Predictive Analytics, Robotics/Automation, Artificial Intelligence",0,3
873,Sika launches high-tech Haines City plant to boosting Florida’s concrete industry,"Global specialty chemicals company Sika's newest plant in Haines City is officially operational, marking a major step in the company's expansion across...",concrete automation,2025-12-27,global specialty chemical company sika newest plant haines city officially operational marking major step company expansion across,,Artificial Intelligence,0,1
874,Concrete Paving Machine Price in the Era of Intelligent Construction Equipment,"How Automation, Design Upgrades, and Market Dynamics Are Reshaping the Cost Structure of Modern Concrete Paving Machines.",concrete automation,2025-12-27,automation design upgrade market dynamic reshaping cost structure modern concrete paving machine,Structural,"Robotics/Automation, Artificial Intelligence",1,2
875,POSCO E&C ensures consistent concrete quality with AI,POSCO E&C said Tuesday it has developed an artificial intelligence (AI) system that predicts the quality of ready-mix concrete and automates its pr...,concrete automation,2025-12-27,posco tuesday developed artificial intelligence system predicts quality ready mix concrete automates,,"Robotics/Automation, Artificial Intelligence",0,2
876,POSCO E&C announced on the 7th that it has developed 'artificial intelligence (AI)-based ready-m..,POSCO E&C announced on the 7th that it has developed 'artificial intelligence (AI)-based ready-mixed concrete quality prediction and production automation...,concrete automation,2025-12-27,posco announced 7th developed artificial intelligence based ready mixed concrete quality prediction production automation,,"Predictive Analytics, Robotics/Automation, Artificial Intelligence",0,3
877,"""I can do what the 3 of us used to do by ourselves""On the 3rd, an operator was looking at 12 monitor..","On the 3rd, an operator was looking at 12 monitors in the production operation room of Industry under the ready-mixed concrete manufacturer located in...",concrete automation,2025-12-27,3rd operator looking monitor production operation room industry ready mixed concrete manufacturer located,,,0,0
878,"AI, sustainable practices driving construction","Concrete industry shifts towards sustainability with advancements in technology, circular economy practices, and green procurement mandates for future...",concrete automation,2025-12-27,concrete industry shift towards sustainability advancement technology circular economy practice green procurement mandate future,Environmental Engineering,Artificial Intelligence,1,1
879,"Critical to communicate, standardise, review if S’pore wants to raise construction productivity","For automation to truly take off, fundamental changes to the construction industry are necessary. Read more at straitstimes.com.",concrete automation,2025-12-27,automation truly take fundamental change construction industry necessary straitstimes,,"Robotics/Automation, Artificial Intelligence",0,2
880,Revolutionary Construction Robots and 3D-Printed Homes: How Smart Automation is Transforming Homebuilding,"Discover how construction robots and 3D-printed homes are transforming homebuilding with faster, sustainable, and cost-efficient automation.",concrete automation,2025-12-27,discover construction robot printed home transforming homebuilding faster sustainable cost efficient automation,Environmental Engineering,"Robotics/Automation, Artificial Intelligence",1,2
881,Transforming Concrete: State of the Concrete Industry,"Part of Concrete Contractor's 2025 State of the Industry Report, where innovation and AI are changing the concrete industry.",concrete automation,2025-12-27,part concrete contractor 2025 state industry report innovation changing concrete industry,,Artificial Intelligence,0,1
882,Tanco appoints Hong Kong's Ocean Bridge to operate smart AI port in Port Dickson,Tanco Holdings Bhd's (KL:TANCO) 79%-owned subsidiary Midports Holdings Sdn Bhd (MHSB) has appointed Hong Kong-based Ocean Bridge International Ports...,bridge artificial intelligence,2025-12-27,tanco holding bhd tanco owned subsidiary midports holding sdn bhd mhsb appointed hong kong based ocean bridge international port,Transportation,Artificial Intelligence,1,1
883,4 mandates for CIOs to bridge the AI trust gap,"The power of AI is undeniable, but without trust, its promise will remain dangerously constrained.",bridge artificial intelligence,2025-12-27,power undeniable without trust promise remain dangerously constrained,Transportation,Artificial Intelligence,1,1
884,MeetKai and GSMA Bridge AI Gap for Languages,"MeetKai and GSMA collaborate to bridge the AI language gap by developing scalable, culturally relevant AI models for low-resource languages,...",bridge artificial intelligence,2025-12-27,meetkai gsma collaborate bridge language gap developing scalable culturally relevant model low resource language,Transportation,Artificial Intelligence,1,1
885,Talent Bridge Solutions Pioneers AI-Powered Staffing Revolution Amid Staffing and Recruitment Market Growth,Press release - The Insight Partners - Talent Bridge Solutions Pioneers AI-Powered Staffing Revolution Amid Staffing and Recruitment Market Growth...,bridge artificial intelligence,2025-12-27,press release insight partner talent bridge solution pioneer powered staffing revolution amid staffing recruitment market growth,Transportation,Artificial Intelligence,1,1
886,China’s Tech Giants Bridge AI Spending Gap with US Firms,"China's top tech giants race to close the AI investment gap with US rivals, as ByteDance's TikTok shift signals a major industry transformation ahead.",bridge artificial intelligence,2025-12-27,china top tech giant race close investment gap rival bytedance tiktok shift signal major industry transformation ahead,Transportation,Artificial Intelligence,1,1
887,JKSB Receives Dual MBOR Recognitions For Smart AI Traffic Management Systems,"GEORGE TOWN, Dec 23 (Bernama) -- Jambatan Kedua Sdn Bhd (JKSB), Sultan Abdul Halim Mu'adzam Shah Bridge concession holder and operator, has received two...",bridge artificial intelligence,2025-12-27,george town dec bernama jambatan kedua sdn bhd jksb sultan abdul halim adzam shah bridge concession holder operator received two,Transportation,Artificial Intelligence,1,1
888,ByteDance To Invest $23B In AI To Bridge US Tech Gap,"According to Financial Times, ByteDance, the Beijing-based parent of TikTok, plans to invest 160 billion yuan, approximately $23 billion, in artificial.",bridge artificial intelligence,2025-12-27,financial time bytedance beijing based parent tiktok plan invest 160 billion yuan approximately billion artificial,Transportation,Artificial Intelligence,1,1
